Aggregation analysis	PioViewer 1.10.22.11														
File	 D:\Sulva\Apple_Jesolver\AcAdAh.cfr														
Action Line	Root														
Flop	Global %	OOP Equity	OOP EV	OOP EQR	IP Equity	IP EV	IP EQR	BET 22%	BET 22 EV	BET 15%	BET 15 EV	BET 9%	BET 9 EV	CHECK%	CHECK EV
Kc Td 4c	100	56.01	16.7994	99.9745	43.99	13.2009	100.035	2.64	22.09	6.88	20.12	45.77	18.3	44.71	14.44
Kc Td 5c	100	56.2	16.6528	98.7651	43.8	13.347	101.583	1.39	21.92	5.54	20.1	44.2	18.34	48.87	14.58
Kc Td 6c	100	55.3	16.3775	98.7183	44.7	13.6228	101.588	15.4	21.89	8.99	20.33	16.23	18.27	59.37	13.83
Kc Td 7c	100	54.65	15.9606	97.3417	45.35	14.0396	103.206	9.34	21.61	8.7	20.7	14.7	18.56	67.26	13.99
Kc Td 8c	100	55.27	16.3166	98.3977	44.73	13.6834	101.981	17.25	21.83	6.13	20.84	11.48	18.71	65.14	14.01
Kc Td 9c	100	55.53	16.497	99.0334	44.47	13.5029	101.206	1.84	20.98	15.27	20.3	26.72	19.21	56.18	14.03
Kd 3c 2c	100	54.61	15.7765	96.2995	45.39	14.2237	104.453	0.42	20.06	3.27	18.87	39.06	18.04	57.25	14.03
Kd 4c 2c	100	54.91	15.6722	95.1413	45.09	14.3284	105.921	0.4	19.67	3.19	18.68	39.55	17.94	56.86	13.9
Kd 4c 3c	100	53.92	15.1759	93.8125	46.08	14.8241	107.241	0.39	20.12	2.51	18.62	34.68	17.76	62.42	13.57
Kd 5c 2c	100	55.06	15.4921	93.7867	44.94	14.5081	107.615	0.32	19.79	2.31	18.56	35.38	17.89	61.99	13.99
Kd 5c 3c	100	54.11	15.0258	92.564	45.89	14.9746	108.771	0.23	20.23	1.7	18.4	31.33	17.73	66.74	13.65
Kd 5c 4c	100	53.91	14.7275	91.0688	46.09	15.2724	110.444	0.15	20.56	1.29	18.23	29.17	17.52	69.39	13.48
Kd 6c 2c	100	54.86	15.82	96.1215	45.14	14.1802	104.715	0.43	19.76	5.58	18.88	40.72	17.96	53.28	13.83
Kd 6c 3c	100	54.13	15.4154	94.9276	45.87	14.585	105.989	0.42	19.91	4.44	18.74	36.68	17.89	58.46	13.58
Kd 6c 4c	100	54.28	15.395	94.5491	45.72	14.6056	106.475	0.3	19.66	4.68	18.63	37.19	17.81	57.83	13.56
Kd 6c 5c	100	53.99	14.5624	89.9152	46.01	15.438	111.835	0.21	20.5	1.35	18.48	23.52	17.56	74.92	13.54
Kd 7c 2c	100	53.21	15.4953	97.0663	46.79	14.5047	103.337	1.49	20.82	9.43	19.17	32.88	17.96	56.2	13.29
Kd 7c 3c	100	52.5	15.0156	95.3354	47.5	14.9848	105.158	0.82	20.28	8.12	19.03	27.47	17.95	63.58	13.17
Kd 7c 4c	100	52.86	14.9085	94.0155	47.14	15.0917	106.712	0.65	20.38	7.02	18.85	26.9	17.81	65.43	13.24
Kd 7c 5c	100	52.96	14.914	93.8772	47.04	15.086	106.892	0.52	20.28	5.02	18.94	27.57	17.86	66.89	13.35
Kd 7c 6c	100	53.15	14.7514	92.5182	46.85	15.2485	108.487	0.54	20.85	2.8	19.14	23.15	17.94	73.5	13.54
Kd 8c 2c	100	54.94	16.2369	98.5133	45.06	13.763	101.812	1.6	21.27	9.48	19.41	41.7	18.11	47.21	13.77
Kd 8c 3c	100	54.33	16.0717	98.5984	45.67	13.9282	101.667	2.46	21.33	11.17	19.41	36.8	18.06	49.57	13.58
Kd 8c 4c	100	54.68	15.8319	96.5113	45.32	14.1681	104.21	0.86	20.53	9.84	19.28	36.19	17.99	53.11	13.65
Kd 8c 5c	100	54.23	15.2492	93.7283	45.77	14.7509	107.432	0.58	20.64	4.25	19.16	31.87	17.89	63.31	13.61
Kd 8c 6c	100	54	15.3055	94.4796	46	14.6946	106.481	1.45	21.1	6.6	19.51	27.85	18	64.1	13.57
Kd 8c 7c	100	53.47	15.3492	95.6866	46.53	14.6509	104.958	3.88	21.3	6.58	19.87	21.28	18.3	68.27	13.65
Kd 9c 2c	100	55.84	16.5694	98.9123	44.16	13.4306	101.376	2.12	22.21	5.43	20.16	44.34	18.22	48.12	14.39
Kd 9c 3c	100	55.27	16.2461	97.9731	44.73	13.7537	102.503	1.29	21.76	5.48	19.99	41.44	18.14	51.79	14.2
Kd 9c 4c	100	56.01	16.4805	98.0722	43.99	13.5197	102.457	1.2	21.65	5.56	19.9	44.71	18.26	48.53	14.32
Kd 9c 5c	100	55.6	15.9214	95.4609	44.4	14.0788	105.684	6.32	21.72	5.19	20.12	27.47	18.14	61.02	13.97
Kd 9c 6c	100	55	15.7642	95.5354	45	14.2359	105.458	13.8	21.53	4.77	20.32	14.71	18.38	66.72	13.67
Kd 9c 7c	100	54.34	15.538	95.3078	45.66	14.4621	105.586	8.67	21.26	6.73	20.36	14.37	18.6	70.24	13.74
Kd 9c 8c	100	54.72	15.7632	96.0288	45.28	14.2371	104.801	15.45	21.4	5.5	20.68	9.46	18.67	69.59	13.73
Kd Jc 2c	100	57.14	17.1473	100.023	42.86	12.853	99.9715	2.19	22.68	3.8	20.43	45.62	18.64	48.38	15.23
Kd Jc 3c	100	56.58	16.9634	99.9407	43.42	13.0371	100.081	1.87	22.52	4.43	20.34	45.07	18.52	48.63	15
Kd Jc 4c	100	57.18	17.284	100.757	42.82	12.7163	98.9916	1.45	22.06	4.85	20.15	54.83	18.52	38.87	15
Kd Jc 5c	100	57.24	17.0483	99.2845	42.76	12.9519	100.959	0.49	21.4	4.31	19.85	52.33	18.46	42.88	15
Kd Jc 6c	100	57.05	17.0921	99.8587	42.95	12.908	100.188	1.46	22.03	6.33	20.07	47.1	18.56	45.11	14.99
Kd Jc 7c	100	55.47	16.6264	99.9132	44.53	13.3738	100.11	15.97	22.01	7.43	20.53	17.91	18.57	58.7	14.08
Kd Jc 8c	100	56.74	16.9978	99.8623	43.26	13.0018	100.177	15.47	22.37	6.18	20.87	20.54	18.78	57.81	14.51
Kd Jc 9c	100	56.56	16.7111	98.4884	43.44	13.2892	101.97	0.89	21.38	13.21	20.51	26.92	19.14	58.98	14.68
Kd Jc Tc	100	58.5	19.3044	109.995	41.5	10.6959	85.912	28.29	21.96	24.48	20.69	25.86	19.38	21.37	14.11
Kh Kd 2c	100	56.8	17.313	101.602	43.2	12.6871	97.8949	0.68	18.27	8.21	18.66	70.22	18.06	20.88	14.26
Kh Kd 3c	100	56.05	16.994	101.067	43.95	13.0058	98.6372	0.66	18.29	10.06	18.5	65.33	17.87	23.95	13.93
Kh Kd 4c	100	56.79	17.3545	101.87	43.21	12.6451	97.5392	0.75	17.98	11.16	18.47	70.94	17.98	17.14	14.03
Kh Kd 5c	100	57.01	17.2717	100.983	42.99	12.7285	98.6979	0.74	17.68	8.99	18.23	74.28	17.86	15.99	13.99
Kh Kd 6c	100	56.71	17.3672	102.08	43.29	12.6326	97.2745	0.78	17.44	5.58	18.02	83.66	17.74	9.98	13.85
Kh Kd 7c	100	54.91	16.6331	100.968	45.09	13.3667	98.819	0.81	18.16	11.65	18.11	60.95	17.7	26.59	13.49
Kh Kd 8c	100	56.72	17.3402	101.904	43.28	12.6601	97.5069	0.78	18.24	6.12	18.46	73.44	18.05	19.66	14.3
Kh Kd 9c	100	57.48	17.6603	102.419	42.52	12.3397	96.7304	0.4	18.45	3.16	18.52	77.98	18.24	18.46	15.04
Kh Kd Jc	100	58.64	18.2204	103.576	41.36	11.7797	94.931	0.53	19.49	2.7	19	74.61	18.8	22.17	16.15
Kh Kd Qc	100	58.31	18.0151	102.978	41.69	11.9854	95.8388	0.43	19.77	2.28	19.02	73.71	18.64	23.59	15.94
Kh Kd Tc	100	57.5	17.851	103.477	42.5	12.1493	95.2973	0.7	19.29	3.81	19.05	73.86	18.52	21.63	15.31
Kd Qc 2c	100	56.93	17.095	100.092	43.07	12.9051	99.8786	3.16	23.08	2.92	20.56	44.42	18.66	49.51	15.11
Kd Qc 3c	100	56.36	16.9238	100.096	43.64	13.0767	99.8806	3.16	23.04	4.7	20.42	41.82	18.54	50.33	14.87
Kd Qc 4c	100	57.01	17.1613	100.334	42.99	12.8389	99.5582	2.52	22.77	4.24	20.42	50.17	18.55	43.07	14.89
Kd Qc 5c	100	57.08	16.9145	98.7817	42.92	13.0857	101.622	0.79	21.64	4.18	20.02	47.71	18.5	47.32	14.96
Kd Qc 6c	100	56.83	16.9424	99.3825	43.17	13.0577	100.813	1.57	22.18	6.47	20.04	44.6	18.55	47.36	14.83
Kd Qc 7c	100	55.31	16.5591	99.7886	44.69	13.4412	100.264	10.25	22.37	7.8	20.23	23.89	18.5	58.06	14.24
Kd Qc 8c	100	57.2	17.1181	99.7573	42.8	12.8819	100.325	8.5	22.58	6.31	20.63	31.14	18.82	54.05	14.87
Kd Qc 9c	100	57.09	17.2103	100.479	42.91	12.79	99.3649	2.91	21.74	16.25	20.77	26.72	19.33	54.11	14.85
Kd Qc Jc	100	58.16	17.4145	99.8097	41.84	12.5856	100.265	3.75	21.67	13.47	20.69	27.36	19.42	55.41	15.34
Kd Qc Tc	100	58.23	18.0874	103.542	41.77	11.9128	95.0643	7.15	21.62	19.93	20.5	33.73	19.37	39.19	15.12
Kd Tc 2c	100	55.97	16.782	99.9441	44.03	13.2179	100.07	2.72	22.52	4.29	20.3	43.46	18.46	49.52	14.69
Kd Tc 3c	100	55.38	16.6321	100.115	44.62	13.3682	99.8594	3.09	22.31	5.27	20.17	42.72	18.34	48.92	14.4
Kd Tc 4c	100	56.02	16.8426	100.21	43.98	13.1576	99.7329	2.38	22.19	7.09	20.04	46.65	18.33	43.87	14.45
Kd Tc 5c	100	56.15	16.6336	98.7473	43.85	13.3668	101.607	1.22	21.81	5.45	20	44.29	18.35	49.04	14.58
Kd Tc 6c	100	55.34	16.456	99.1245	44.66	13.5442	101.087	16.75	21.85	7.55	20.25	17.77	18.31	57.93	13.83
Kd Tc 7c	100	54.74	16.0789	97.918	45.26	13.9213	102.519	9.94	21.64	8.87	20.62	15.8	18.6	65.4	14.01
Kd Tc 8c	100	55.36	16.4357	98.9576	44.64	13.5643	101.293	17.78	21.88	6.24	20.78	12.83	18.73	63.16	14.01
Kd Tc 9c	100	55.62	16.6168	99.5903	44.38	13.3832	100.513	1.74	20.92	16.86	20.26	27.54	19.2	53.85	14.02
Kh 2d 2c	100	55.87	15.9235	95.0005	44.13	14.0766	106.331	0.2	19.59	1.33	18.22	39.82	17.96	58.65	14.48
Kh 3d 3c	100	54.83	14.9313	90.7721	45.17	15.0694	111.207	0.05	21.62	0.55	18.28	19.71	17.73	79.69	14.21
Kh 3d 2c	100	54.74	15.8048	96.2457	45.26	14.1954	104.541	1.35	20.08	8.88	19.13	33.75	17.99	56.02	13.86
Kh 4d 4c	100	56.02	16.2697	96.8	43.98	13.7305	104.078	0.21	18.64	1.66	18.33	44.87	18.11	53.26	14.64
Kh 4d 2c	100	55.12	15.7225	95.0717	44.88	14.2776	106.054	0.78	19.45	10.73	18.87	34.19	17.88	54.3	13.69
Kh 4d 3c	100	53.97	15.0211	92.7693	46.03	14.979	108.479	0.54	19.72	7.5	18.79	27.72	17.71	64.24	13.38
Kh 5d 5c	100	56.37	16.095	95.1814	43.63	13.9051	106.226	0.09	19.06	0.99	18.22	36.57	18.12	62.34	14.87
Kh 5d 2c	100	55.38	15.6031	93.9107	44.62	14.397	107.559	0.46	19.4	9.4	18.68	32.27	17.98	57.87	13.75
Kh 5d 3c	100	54.26	14.9354	91.7516	45.74	15.0646	109.786	0.46	19.6	6.72	18.71	25.15	17.77	67.67	13.48
Kh 5d 4c	100	53.99	14.4823	89.4106	46.01	15.5176	112.426	0.27	19.66	4.61	18.44	22.47	17.48	72.65	13.29
Kh 6d 6c	100	55.95	16.0698	95.7372	44.05	13.9305	105.417	0.2	18.57	1.48	18.18	38.47	18	59.85	14.77
Kh 6d 2c	100	55.18	16.047	96.9362	44.82	13.9531	103.773	0.96	19.28	15.14	18.63	39.68	17.81	44.22	13.51
Kh 6d 3c	100	54.36	15.5189	95.1638	45.64	14.4812	105.761	0.81	19.55	12.29	18.64	33.78	17.8	53.12	13.29
Kh 6d 4c	100	54.48	15.4494	94.5194	45.52	14.5507	106.561	0.62	19.15	10.55	18.55	37.15	17.59	51.68	13.23
Kh 6d 5c	100	54.2	14.422	88.6989	45.8	15.5783	113.375	0.27	19.97	2.22	18.48	23.93	17.36	73.58	13.32
Kh 7d 7c	100	53.52	14.1783	88.311	46.48	15.8224	113.463	0.3	18.52	0.75	17.6	3.03	17.37	95.93	14.04
Kh 7d 2c	100	53.37	15.6029	97.4526	46.63	14.3971	102.916	3.76	20.15	14.05	18.78	32.15	17.69	50.03	13.03
Kh 7d 3c	100	52.62	15.0404	95.2786	47.38	14.96	105.246	1.61	20	13.13	18.73	27.04	17.64	58.22	12.86
Kh 7d 4c	100	53.1	14.9894	94.0902	46.9	15.0109	106.694	1.12	19.43	11.78	18.56	28.73	17.61	58.37	12.89
Kh 7d 5c	100	53.19	14.9913	93.9475	46.81	15.0088	106.878	0.79	19.92	8.61	18.79	30.63	17.53	59.97	13.08
Kh 7d 6c	100	53.36	14.7413	92.0864	46.64	15.2588	109.054	0.46	19.92	3.02	18.99	27.45	17.67	69.07	13.36
Kh 8d 8c	100	55.89	16.084	95.9349	44.11	13.9163	105.153	0.21	18.78	1.15	17.78	42.19	17.78	56.45	14.77
Kh 8d 2c	100	55.21	16.5193	99.7323	44.79	13.4805	100.329	1.56	20.31	17.67	18.74	47.52	17.8	33.26	13.33
Kh 8d 3c	100	54.46	16.2064	99.2021	45.54	13.7939	100.957	2.31	20.58	18.12	18.78	40.16	17.75	39.41	13.2
Kh 8d 4c	100	55.02	16.0768	97.391	44.98	13.9233	103.192	1.29	19.58	16.67	18.7	41.45	17.67	40.59	13.27
Kh 8d 5c	100	54.57	15.3443	93.7227	45.43	14.6559	107.543	0.55	19.68	8.85	18.7	36.17	17.51	54.44	13.32
Kh 8d 6c	100	54.4	15.5051	95.0077	45.6	14.4949	105.956	1.12	20.14	10.15	19.01	35.9	17.63	52.83	13.29
Kh 8d 7c	100	53.74	15.5058	96.1865	46.26	14.4944	104.431	1.38	20.72	7.13	19.37	33.71	17.91	57.77	13.5
Kh 9d 9c	100	57.01	17.132	100.17	42.99	12.8682	99.776	0.28	18.85	2.13	18.42	59.91	18.25	37.67	15.27
Kh 9d 2c	100	56.08	16.829	100.037	43.92	13.1711	99.9525	0.81	20.15	9.13	19.04	57.09	18.01	32.97	14.08
Kh 9d 3c	100	55.49	16.4714	98.9368	44.51	13.5287	101.327	0.9	19.97	8.31	18.91	53.92	17.83	36.87	13.84
Kh 9d 4c	100	56.38	16.8578	99.6743	43.62	13.1422	100.421	0.88	19.68	5.96	19.03	64.34	17.91	28.82	13.97
Kh 9d 5c	100	55.97	16.1604	96.2417	44.03	13.8398	104.78	1.01	20.41	10.76	19.19	43.14	17.67	45.09	13.9
Kh 9d 6c	100	55.38	15.9544	96.0289	44.62	14.0458	104.93	6.86	21.13	6.92	19.54	32.03	17.86	54.19	13.71
Kh 9d 7c	100	54.6	15.6472	95.5289	45.4	14.3528	105.377	3.57	21.12	6.5	19.86	27.27	18.15	62.66	13.81
Kh 9d 8c	100	55.04	15.8592	96.0379	44.96	14.1409	104.852	8.4	21.37	7.16	19.94	22.77	18.14	61.67	13.79
Kh Jd Jc	100	58.62	18.5096	105.249	41.38	11.491	92.5677	0.36	19.48	3.14	19.27	81.95	18.9	14.55	16.13
Kh Jd 2c	100	57.63	17.7239	102.511	42.37	12.2761	96.5845	0.85	20.43	9.25	19.72	63.58	18.51	26.33	15.04
Kh Jd 3c	100	56.95	17.4291	102.015	43.05	12.5711	97.3355	0.68	20.62	12.93	19.54	55.67	18.36	30.71	14.78
Kh Jd 4c	100	57.58	17.8091	103.097	42.42	12.1907	95.7949	0.71	20.59	12.27	19.47	67.61	18.35	19.41	14.77
Kh Jd 5c	100	57.75	17.6461	101.857	42.25	12.3543	97.4655	0.44	20.18	6.53	19.38	73.29	18.22	19.74	14.87
Kh Jd 6c	100	57.63	17.7545	102.69	42.37	12.2457	96.3425	0.95	20.48	11.8	19.65	66.7	18.23	20.55	15
Kh Jd 7c	100	55.94	17.1507	102.191	44.06	12.8497	97.2208	14.08	21.75	9.13	20.04	34.88	18.18	41.91	14.12
Kh Jd 8c	100	57.34	17.5688	102.141	42.66	12.4314	97.1243	13.83	22.21	7.83	20.39	36.39	18.52	41.95	14.68
Kh Jd 9c	100	57.08	17.1212	99.9767	42.92	12.8789	100.032	1.89	21.51	12.23	20.6	36.05	18.77	49.83	14.91
Kh Jd Tc	100	59.17	20.4103	114.987	40.83	9.58973	78.2844	37.97	22.31	29.95	20.78	21.51	19.5	10.56	14.4
Kh Qd Qc	100	58.44	18.4888	105.462	41.56	11.5119	92.3259	0.62	20.51	3.39	19.41	82.52	18.86	13.47	15.9
Kh Qd 2c	100	57.36	17.5696	102.102	42.64	12.4302	97.1711	1.65	21.91	7.72	19.9	58.36	18.6	32.27	14.92
Kh Qd 3c	100	56.66	17.282	101.676	43.34	12.718	97.8096	1.5	22.16	10.19	19.67	53.22	18.46	35.09	14.6
Kh Qd 4c	100	57.43	17.6384	102.38	42.57	12.3616	96.7893	0.79	21.67	15.41	19.56	57.71	18.43	26.08	14.63
Kh Qd 5c	100	57.62	17.4905	101.18	42.38	12.5094	98.3953	0.41	20.58	7.98	19.41	65.39	18.33	26.22	14.77
Kh Qd 6c	100	57.43	17.6147	102.233	42.57	12.3858	96.9913	1.31	20.89	9.38	19.57	66.87	18.2	22.44	14.85
Kh Qd 7c	100	55.82	17.1271	102.272	44.18	12.8731	97.1307	7.79	22.22	10.7	19.81	43.61	18.02	37.9	14.3
Kh Qd 8c	100	57.8	17.7355	102.279	42.2	12.2649	96.8819	4.27	22.5	7.01	20.49	57.67	18.54	31.05	14.97
Kh Qd 9c	100	57.66	17.7239	102.462	42.34	12.2761	96.6472	7.91	21.81	16.44	20.68	31.46	18.69	44.18	15.21
Kh Qd Jc	100	58.85	18.0426	102.199	41.15	11.9573	96.8542	9.76	21.45	15.32	20.64	30.81	19.35	44.11	15.48
Kh Qd Tc	100	58.91	18.881	106.84	41.09	11.1191	90.1948	15.06	21.63	26.48	20.63	31.25	19.26	27.21	15.22
Kh Td Tc	100	57.04	17.1683	100.325	42.96	12.8321	99.5715	0.26	19.53	1.59	18.58	57.67	18.33	40.48	15.44
Kh Td 2c	100	56.37	17.2788	102.168	43.63	12.7216	97.2022	1.19	20.8	15.06	19.5	52.37	18.25	31.38	14.47
Kh Td 3c	100	55.63	16.9972	101.851	44.37	13.0032	97.682	1.62	20.87	14.29	19.35	50.88	18.08	33.21	14.13
Kh Td 4c	100	56.41	17.3602	102.584	43.59	12.6396	96.6552	1.45	20.51	12.6	19.31	63.75	18.03	22.19	14.14
Kh Td 5c	100	56.65	17.1983	101.197	43.35	12.8023	98.4407	1.04	20.16	7.79	19.35	64.17	18.07	27.01	14.39
Kh Td 6c	100	55.77	16.8859	100.931	44.23	13.1143	98.8279	11.99	21.28	14.53	19.63	32.13	17.94	41.35	13.83
Kh Td 7c	100	55.09	16.4279	99.3984	44.91	13.572	100.737	7.12	21.54	7.81	20.03	32.33	18.25	52.75	14.09
Kh Td 8c	100	55.82	16.8372	100.537	44.18	13.1624	99.3191	14.55	21.76	8.68	20.26	25.25	18.39	51.52	14.11
Kh Td 9c	100	56	16.9354	100.799	44	13.0649	98.9843	8.49	21.29	14.78	20.52	24.08	18.97	52.64	14.3
Qc 2d 2c	100	56.44	16.539	97.6805	43.56	13.4615	103.009	0.15	18.75	1.88	18.58	51.63	18.12	46.34	14.69
Qc 3c 2c	100	54.71	16.129	98.2654	45.29	13.8708	102.094	1.6	21.7	1.67	20.35	32.83	17.96	63.9	14.94
Qc 3c 2d	100	55.43	16.2831	97.9142	44.57	13.717	102.595	0.67	19.35	5.86	18.85	48.87	18.06	44.61	13.95
Qc 3d 3c	100	55.56	15.6882	94.1164	44.44	14.3126	107.363	0.04	20.24	0.83	18.27	32.45	17.96	66.69	14.55
Qc 3d 2c	100	55.37	16.2026	97.538	44.63	13.7976	103.056	0.62	19.39	5.56	18.86	46.9	18.06	46.92	13.98
Qc 4c 2c	100	54.83	16.0395	97.5047	45.17	13.9609	103.033	0.76	21.67	1.27	20.2	34.67	17.88	63.3	14.88
Qc 4c 2d	100	55.73	16.2036	96.9102	44.27	13.7966	103.892	0.53	19.22	7.99	18.72	47.76	17.95	43.72	13.8
Qc 4c 3c	100	54.25	15.9119	97.7749	45.75	14.0883	102.64	1	21.39	1.8	19.88	35.13	17.85	62.06	14.61
Qc 4c 3d	100	54.67	15.5564	94.8573	45.33	14.4439	106.204	0.46	20.13	5.89	18.71	39.48	17.86	54.17	13.5
Qc 4d 4c	100	56.61	16.8167	99.0222	43.39	13.1835	101.277	0.16	18.92	2.12	18.62	53.97	18.28	43.75	14.92
Qc 4d 2c	100	55.73	16.1954	96.8741	44.27	13.8051	103.938	0.46	19.13	7.8	18.75	47.19	17.97	44.55	13.84
Qc 4d 3c	100	54.72	15.6327	95.2297	45.28	14.3679	105.769	0.5	19.79	6.39	18.71	40.45	17.86	52.66	13.51
Qc 5c 2c	100	54.54	15.8019	96.5807	45.46	14.1986	104.106	0.79	21.65	1.09	20.15	30.66	17.82	67.45	14.74
Qc 5c 2d	100	55.48	16.0174	96.2297	44.52	13.9827	104.7	0.42	19.33	8.99	18.75	43.93	17.92	46.67	13.67
Qc 5c 3c	100	53.99	15.6941	96.9001	46.01	14.3066	103.642	1.04	21.53	1.59	20.09	31.72	17.77	65.65	14.49
Qc 5c 3d	100	54.46	15.4329	94.4545	45.54	14.5676	106.636	0.44	20.05	7.84	18.67	36.06	17.83	55.65	13.39
Qc 5c 4c	100	53.8	15.5568	96.3861	46.2	14.4435	104.211	0.76	21.33	1.65	19.97	29.58	17.83	68.02	14.4
Qc 5c 4d	100	54.2	15.075	92.7181	45.8	14.9253	108.619	0.46	20.13	6.69	18.53	33.56	17.67	59.29	13.18
Qc 5d 5c	100	56.14	16.1589	95.939	43.86	13.8417	105.203	0.05	20.27	1.27	18.45	36.1	18.22	62.58	14.92
Qc 5d 2c	100	55.55	16.1235	96.7477	44.45	13.8769	104.068	0.49	19.42	9.21	18.81	45.79	17.92	44.51	13.68
Qc 5d 3c	100	54.59	15.6232	95.3912	45.41	14.3771	105.544	0.53	19.72	9.51	18.68	38.54	17.83	51.43	13.36
Qc 5d 4c	100	54.27	15.1883	93.2822	45.73	14.8115	107.972	0.46	19.83	8.08	18.53	34.33	17.69	57.13	13.17
Qc 6c 2c	100	54.5	15.8675	97.0476	45.5	14.1333	103.542	0.84	22.03	1	19.86	31.62	17.8	66.54	14.81
Qc 6c 2d	100	55.43	16.2972	97.9959	44.57	13.7028	102.493	0.88	19.37	10.14	18.88	48.97	17.86	40.01	13.66
Qc 6c 3c	100	54.06	15.7464	97.0883	45.94	14.2535	103.426	0.81	21.6	1.12	19.49	33.63	17.67	64.44	14.6
Qc 6c 3d	100	54.69	15.8191	96.4247	45.31	14.1814	104.319	0.57	19.43	9.83	18.75	40.99	17.86	48.61	13.46
Qc 6c 4c	100	54.1	15.698	96.7272	45.9	14.3019	103.857	0.51	21.28	1.23	19.36	32.2	17.76	66.05	14.58
Qc 6c 4d	100	54.77	15.7776	96.0153	45.23	14.2227	104.828	0.53	19.4	12.7	18.66	38.9	17.82	47.87	13.32
Qc 6c 5c	100	53.49	15.1563	94.4486	46.51	14.8444	106.39	0.52	21.34	1.09	19.71	20.79	17.84	77.59	14.33
Qc 6c 5d	100	54.11	14.919	91.8972	45.89	15.0814	109.559	0.44	20.27	6.56	18.7	29.45	17.72	63.56	13.19
Qc 6d 6c	100	56.06	16.261	96.6866	43.94	13.7392	104.228	0.15	19.32	1.47	18.41	39.08	18.22	59.3	14.91
Qc 6d 2c	100	55.55	16.4661	98.8143	44.45	13.5342	101.484	0.95	19.47	11.65	18.91	50.28	17.89	37.12	13.7
Qc 6d 3c	100	54.86	16.0741	97.6723	45.14	13.9257	102.827	0.65	19.25	12.48	18.77	43.33	17.87	43.53	13.46
Qc 6d 4c	100	54.9	15.9687	96.9647	45.1	14.0313	103.694	0.9	19.51	14.55	18.7	40.3	17.81	44.25	13.32
Qc 6d 5c	100	54.16	14.9949	92.2902	45.84	15.0055	109.112	0.47	20.2	7.94	18.71	29.03	17.71	62.55	13.22
Qc 7c 2c	100	53.37	15.7254	98.2094	46.63	14.2744	102.049	3.16	22.31	1.36	20.21	27.08	17.91	68.41	14.47
Qc 7c 2d	100	53.69	15.8933	98.6792	46.31	14.1068	101.532	3.17	20.57	12.52	19.27	35.38	17.97	48.93	13.23
Qc 7c 3c	100	52.92	15.5363	97.862	47.08	14.4641	102.406	2.6	21.92	1.63	20.13	27.88	17.78	67.88	14.26
Qc 7c 3d	100	52.99	15.374	96.7019	47.01	14.6262	103.72	1.78	20.18	11.96	19.13	29.52	17.94	56.74	13.1
Qc 7c 4c	100	53.02	15.3651	96.6005	46.98	14.6353	103.839	1.28	21.75	1.46	20.15	25.58	17.76	71.68	14.3
Qc 7c 4d	100	53.41	15.3451	95.7723	46.59	14.6551	104.848	1	20.09	13.08	18.95	29.61	17.84	56.31	13.11
Qc 7c 5c	100	52.74	15.2728	96.5373	47.26	14.7277	103.867	1.4	21.89	1.14	20.44	24.61	17.88	72.85	14.18
Qc 7c 5d	100	53.07	15.3983	96.715	46.93	14.602	103.717	4.3	20.44	14.68	19.12	24.49	17.88	56.53	12.97
Qc 7c 6c	100	52.93	15.0495	94.7713	47.07	14.9502	105.878	0.78	21.47	1.32	20.33	16.06	18.07	81.84	14.31
Qc 7c 6d	100	53.43	15.0902	94.1434	46.57	14.91	106.721	1.17	20.61	8.36	19.26	23.92	18.1	66.55	13.39
Qc 7d 7c	100	53.67	14.5033	90.0841	46.33	15.4971	111.487	0.22	20.37	0.76	18.38	5.2	17.86	93.82	14.27
Qc 7d 2c	100	53.77	16.025	99.346	46.23	13.9753	100.762	4.41	20.71	12.19	19.29	36.51	17.95	46.9	13.24
Qc 7d 3c	100	53.14	15.5924	97.8129	46.86	14.4077	102.48	2.31	20.26	14.12	19.16	31.12	17.9	52.45	13.06
Qc 7d 4c	100	53.49	15.4962	96.5621	46.51	14.5042	103.958	1.54	20.03	14.9	18.94	30.27	17.79	53.29	13.1
Qc 7d 5c	100	53.08	15.4319	96.9183	46.92	14.5688	103.491	4.78	20.42	14.89	19.11	24.31	17.87	56.01	12.97
Qc 7d 6c	100	53.39	15.0578	94.0136	46.61	14.9422	106.857	1.18	20.58	7.8	19.25	24.52	18.05	66.49	13.37
Qc 8c 2c	100	55.32	16.1656	97.4151	44.68	13.8343	103.199	1.82	22.4	1.68	21.11	26.1	18.26	70.41	15.11
Qc 8c 2d	100	56.43	16.7422	98.8919	43.57	13.2583	101.439	2.01	20.86	9.09	19.82	47.81	18.23	41.08	14.13
Qc 8c 3c	100	55.06	16.2174	98.1833	44.94	13.7823	102.223	2.28	22.27	1.99	20.82	28.44	18.33	67.29	14.98
Qc 8c 3d	100	55.8	16.4839	98.469	44.2	13.5163	101.934	2.84	20.88	10.7	19.76	39.69	18.21	46.77	14
Qc 8c 4c	100	55.07	15.9104	96.3008	44.93	14.0899	104.537	1	21.59	2.46	20.33	23.8	18.38	72.74	14.88
Qc 8c 4d	100	56.24	16.3357	96.8137	43.76	13.6647	104.098	4.87	21.11	8.8	19.64	37.76	18.11	48.57	13.88
Qc 8c 5c	100	54.34	15.5636	95.4636	45.66	14.436	105.397	0.89	21.69	1.56	20.32	21.41	18.41	76.14	14.59
